hotel,is_canceled,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_customer,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,required_car_parking_spaces,totalno_of_special_requests,booking_year,booking_month,booking_day,booking_day_of_week,arrival_year,arrival_month,arrival_day,arrival_day_of_week
1,1,1,2,2,0,3,135,5,3,0,0,0,0,0,0,0,142.0,0,2,0,0,2018,6,8,4,2018,9,18,1
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2018,6,19,1,2018,9,21,4
1,0,2,5,2,0,3,34,5,3,0,0,0,0,0,0,0,36.0,0,2,0,0,2018,5,13,6,2018,9,26,2
1,0,1,3,2,0,3,59,5,3,0,0,0,0,0,0,0,115.0,0,2,0,0,2018,8,3,4,2018,9,28,4
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2018,4,17,1,2018,9,29,5
1,0,2,5,2,0,3,56,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,8,12,6,2018,9,30,6
1,0,2,5,2,0,3,43,5,3,0,0,0,0,0,0,0,171.0,0,2,0,1,2018,6,30,5,2018,9,30,6
1,0,2,5,2,0,3,59,6,3,0,0,0,0,0,0,0,147.0,0,2,0,1,2018,6,8,4,2018,10,1,0
1,0,2,5,2,0,3,101,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,9,12,2,2018,10,2,1
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,9,9,6,2018,10,2,1
1,1,1,1,2,0,3,135,5,3,0,0,0,0,0,0,0,175.0,0,2,0,1,2018,9,29,5,2018,10,3,2
1,1,1,1,2,0,3,135,5,3,0,0,0,0,0,0,0,175.0,0,2,0,1,2018,9,29,5,2018,10,3,2
1,0,2,3,2,0,3,76,5,3,0,0,0,0,0,0,0,6.0,0,2,0,1,2018,7,27,4,2018,10,4,3
1,0,3,5,2,0,3,51,6,3,0,0,0,0,0,0,0,147.0,0,2,0,1,2018,8,5,6,2018,10,19,4
1,0,0,4,2,0,3,59,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2018,8,28,1,2018,10,21,6
1,0,2,2,2,0,3,59,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2018,9,4,1,2018,10,24,2
1,0,4,6,2,0,3,76,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2018,6,26,1,2018,10,24,2
1,0,1,2,2,0,3,51,5,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,10,19,4,2018,10,30,1
1,0,0,1,2,0,3,135,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2018,10,30,1,2018,10,31,2
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,36.0,0,2,0,0,2018,9,22,5,2018,10,31,2
1,0,1,4,2,0,3,76,5,3,0,0,0,0,0,0,0,156.0,0,2,0,1,2018,9,24,0,2018,11,2,4
1,0,0,3,2,0,3,43,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,10,31,2,2018,11,19,0
1,0,0,2,2,0,3,135,5,3,0,0,0,0,0,0,0,15.0,0,2,0,0,2018,10,30,1,2018,11,27,1
1,1,2,1,2,0,3,135,5,3,0,0,0,0,0,0,0,115.0,0,2,0,1,2018,10,20,5,2018,12,5,2
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,156.0,0,2,0,0,2018,10,13,5,2018,12,22,5
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,8,27,0,2018,12,24,0
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,5,29,1,2019,1,7,0
1,0,0,2,2,0,3,135,5,3,0,0,0,0,0,0,0,8.0,0,2,0,0,2018,11,10,5,2019,1,8,1
1,0,2,2,2,0,3,76,5,3,0,0,0,0,0,0,0,115.0,0,2,0,2,2018,11,4,6,2019,2,6,2
1,0,2,2,2,0,3,76,5,3,0,0,0,0,0,0,0,115.0,0,2,0,1,2018,11,4,6,2019,2,6,2
1,0,0,2,2,0,2,51,4,3,0,0,0,0,0,0,0,134.0,0,2,0,0,2018,10,23,1,2019,2,12,1
1,1,2,1,2,0,3,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2019,1,27,6,2019,2,14,3
1,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,15.0,0,2,0,0,2018,12,30,6,2019,2,14,3
1,1,3,6,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2018,10,20,5,2019,2,15,4
1,1,0,2,2,0,3,135,5,3,0,0,0,0,0,0,0,15.0,0,2,0,0,2019,2,9,5,2019,2,19,1
1,1,2,4,2,0,3,135,6,3,0,0,0,0,0,0,0,184.0,0,2,0,0,2019,2,5,1,2019,3,9,5
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,115.0,0,2,0,0,2018,11,3,5,2019,3,13,2
1,1,0,1,2,0,3,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2019,3,5,1,2019,3,19,1
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,26.0,0,2,0,0,2018,10,16,1,2019,3,19,1
1,0,3,5,2,0,3,59,5,3,0,0,0,0,0,0,0,115.0,0,2,0,0,2018,10,28,6,2019,4,18,3
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,156.0,0,2,0,0,2018,9,17,0,2019,4,23,1
1,0,1,3,2,0,3,59,5,3,0,0,0,0,0,0,0,156.0,0,2,0,1,2018,10,4,3,2019,4,28,6
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,40.0,0,2,0,0,2018,5,17,3,2019,5,6,0
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,156.0,0,2,0,1,2018,8,19,6,2019,5,6,0
1,1,2,0,2,0,3,135,5,3,0,0,0,0,0,0,0,15.0,0,2,0,0,2019,3,10,6,2019,5,8,2
1,0,1,5,2,0,3,76,5,3,0,0,0,0,0,0,0,8.0,0,2,0,0,2018,10,19,4,2019,5,9,3
1,1,2,5,2,0,3,135,6,3,0,0,0,0,0,0,0,184.0,0,2,0,0,2018,9,17,0,2019,5,9,3
1,0,0,5,2,0,3,76,6,3,0,0,0,0,0,0,0,9.0,0,2,0,0,2019,4,11,3,2019,5,10,4
1,0,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,36.0,0,2,0,0,2018,11,1,3,2019,5,16,3
1,0,2,6,2,0,3,76,5,3,0,0,0,0,0,0,0,156.0,0,2,0,2,2018,8,18,5,2019,5,19,6
1,1,1,1,2,0,3,135,5,3,0,0,0,0,0,0,0,95.0,0,2,0,0,2019,1,25,4,2019,5,21,1
1,1,1,1,2,0,1,135,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2018,10,28,6,2019,5,28,1
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2018,10,11,3,2019,5,31,4
1,0,1,4,2,0,3,76,5,3,0,0,0,0,0,0,0,36.0,0,2,0,0,2018,10,9,1,2019,6,1,5
1,1,1,0,2,0,3,133,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2019,6,3,0,2019,6,5,2
1,1,0,1,2,0,3,135,6,3,0,0,0,0,0,0,0,15.0,0,2,0,0,2019,6,8,5,2019,6,18,1
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,26.0,0,2,0,0,2019,1,5,5,2019,6,21,4
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,115.0,0,2,0,0,2018,10,22,0,2019,6,21,4
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,40.0,0,2,0,0,2018,10,27,5,2019,6,28,4
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,2.0,0,2,0,0,2019,1,12,5,2019,7,1,0
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,143.0,0,2,0,2,2018,12,6,3,2019,7,12,4
1,1,4,6,2,0,3,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2019,2,4,0,2019,7,16,1
1,1,0,2,2,0,3,135,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2019,2,25,0,2019,7,22,0
1,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,96.0,0,2,0,0,2019,1,14,0,2019,7,24,2
1,0,4,6,2,0,3,59,5,3,0,0,0,0,0,0,0,40.0,0,2,0,0,2018,10,28,6,2019,7,24,2
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,8.0,0,2,0,1,2019,2,5,1,2019,8,1,3
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,15.0,0,2,0,2,2019,2,22,4,2019,8,3,5
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,95.0,0,2,0,0,2019,1,24,3,2019,8,11,6
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,36.0,0,2,0,0,2019,1,14,0,2019,8,27,1
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,115.0,0,2,0,0,2018,10,22,0,2019,9,2,0
1,1,2,3,2,0,3,135,5,3,0,0,0,0,0,0,0,181.0,0,2,0,0,2019,3,18,0,2019,9,4,2
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2018,11,25,6,2019,9,4,2
1,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,96.0,0,2,0,0,2019,1,25,4,2019,9,10,1
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,40.0,0,2,0,0,2018,10,1,0,2019,9,16,0
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,143.0,0,2,0,1,2018,10,27,5,2019,9,20,4
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,143.0,0,2,0,1,2018,10,27,5,2019,9,20,4
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,143.0,0,2,0,1,2018,10,27,5,2019,9,20,4
1,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,96.0,0,2,0,1,2019,4,27,5,2019,10,2,2
1,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,96.0,0,2,0,0,2019,4,19,4,2019,10,2,2
1,1,1,2,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2019,4,7,6,2019,10,7,0
1,1,2,0,2,0,3,135,6,3,0,0,0,0,0,0,0,184.0,0,2,0,0,2019,9,19,3,2019,10,16,2
1,1,2,5,2,0,1,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2018,12,11,1,2019,10,21,0
1,1,2,1,2,0,3,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2019,10,5,5,2019,10,23,2
1,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2019,7,26,4,2019,10,23,2
1,1,2,6,2,0,3,135,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2019,4,21,6,2019,10,26,5
1,1,2,6,2,0,3,135,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2019,4,21,6,2019,10,26,5
1,1,2,6,2,0,3,135,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2019,4,21,6,2019,10,26,5
1,1,0,1,2,0,3,135,6,3,0,0,0,0,0,0,0,105.0,0,2,0,0,2019,9,8,6,2019,11,4,0
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,26.0,0,2,0,0,2019,4,27,5,2019,11,7,3
1,1,0,2,2,0,3,135,5,3,0,0,0,0,0,0,0,8.0,0,2,0,0,2019,2,18,0,2019,12,30,0
1,1,1,0,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2019,10,19,5,2020,1,1,2
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,1,2019,11,21,3,2020,2,11,1
1,1,0,2,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2020,2,4,1,2020,2,24,0
1,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,1,30,3,2020,2,24,0
1,1,2,2,2,0,3,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,1,2020,1,26,6,2020,2,24,0
1,1,1,0,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,2,25,1,2020,3,5,3
1,1,0,2,2,0,3,135,5,3,0,0,0,0,0,0,0,8.0,0,2,0,0,2020,2,17,0,2020,3,7,5
1,1,2,2,2,0,3,135,6,3,0,0,0,0,0,0,0,147.0,0,2,0,0,2019,8,16,4,2020,3,19,3
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,95.0,0,2,0,0,2020,1,28,1,2020,3,28,5
1,1,0,4,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2019,12,7,5,2020,3,29,6
1,1,1,0,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2019,9,12,3,2020,4,9,3
1,1,2,0,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2019,9,10,1,2020,4,9,3
1,1,1,0,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2019,10,5,5,2020,4,10,4
1,1,1,1,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2019,9,9,0,2020,4,10,4
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2020,2,4,1,2020,4,29,2
1,1,2,3,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,2,3,0,2020,4,30,3
1,1,2,3,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,2,3,0,2020,4,30,3
1,1,2,3,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,2,3,0,2020,4,30,3
1,1,2,3,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,2,3,0,2020,4,30,3
1,1,2,3,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,2,3,0,2020,4,30,3
1,1,2,3,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,2,3,0,2020,4,30,3
1,1,0,2,2,0,3,135,5,3,0,0,0,0,0,0,0,8.0,0,2,0,0,2019,8,3,5,2020,5,26,1
1,1,4,6,2,0,3,135,5,3,0,0,0,0,0,0,0,143.0,0,2,0,0,2019,10,11,4,2020,6,17,2
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2019,10,18,4,2020,6,25,3
1,1,0,1,2,0,3,135,1,3,0,0,0,0,0,0,0,8.0,0,2,0,2,2020,6,28,6,2020,7,4,5
1,1,1,3,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2020,1,31,4,2020,7,20,0
1,1,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,26.0,0,2,0,0,2020,2,7,4,2020,8,1,5
1,1,2,5,2,0,2,135,5,3,0,0,0,0,0,0,0,181.0,0,2,0,0,2020,2,3,0,2020,8,6,3
1,1,2,1,2,0,1,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,1,24,4,2020,8,12,2
1,1,0,1,2,0,3,51,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2020,8,9,6,2020,8,15,5
1,1,0,1,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2020,7,5,6,2020,8,18,1
1,1,2,2,2,0,1,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2020,2,17,0,2020,8,26,2
1,1,2,5,2,0,1,135,5,3,0,0,0,0,0,0,0,8.0,0,2,0,0,2020,2,24,0,2020,8,26,2
1,1,2,5,2,0,3,135,6,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2020,1,24,4,2020,8,27,3
1,1,1,1,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2020,7,3,4,2020,8,28,4
1,1,1,1,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2020,7,3,4,2020,8,28,4
1,1,1,1,2,0,3,135,6,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2020,7,3,4,2020,8,28,4
1,0,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,15.0,0,2,0,1,2018,4,20,4,2018,8,8,2
1,0,0,1,2,0,3,135,5,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2019,1,6,6,2019,1,6,6
1,0,1,0,2,0,3,51,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2018,6,8,4,2018,7,19,3
1,0,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2018,4,13,4,2018,7,18,2
1,0,1,3,2,0,3,59,5,3,0,0,0,0,0,0,0,142.0,0,2,0,0,2018,6,4,0,2018,7,23,0
1,0,3,5,2,0,3,51,5,3,0,0,0,0,0,0,0,175.0,0,2,0,0,2018,6,8,4,2018,7,20,4
1,0,4,6,2,0,3,76,5,3,0,0,0,0,0,0,0,142.0,0,2,0,0,2018,6,5,1,2018,7,19,3
1,0,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,134.0,0,2,0,1,2018,6,23,5,2018,7,26,3
1,0,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,134.0,0,2,0,1,2018,6,23,5,2018,7,26,3
1,0,1,3,2,0,3,76,6,3,0,0,0,0,0,0,0,147.0,0,2,0,1,2018,5,9,2,2018,7,30,0
1,0,2,2,2,0,3,76,5,3,0,0,0,0,0,0,0,127.0,0,2,0,0,2018,2,25,6,2018,7,31,1
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,5,16,2,2018,8,2,3
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,175.0,0,2,0,1,2018,1,2,1,2018,8,3,4
1,0,2,5,2,0,1,135,5,3,0,0,0,0,0,0,0,5.0,0,2,0,0,2018,4,13,4,2018,8,3,4
1,0,0,1,2,0,3,135,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,8,12,6,2018,8,12,6
1,0,1,3,2,0,3,11,5,3,0,0,0,0,0,0,0,142.0,0,2,0,0,2018,8,12,6,2018,8,13,0
1,0,2,5,2,0,3,51,6,3,0,0,0,0,0,0,0,147.0,0,2,0,2,2018,6,1,4,2018,8,11,5
1,0,2,5,2,0,3,51,5,3,0,0,0,0,0,0,0,134.0,0,2,0,0,2018,5,26,5,2018,8,13,0
1,0,1,3,2,0,3,51,6,3,0,0,0,0,0,0,0,147.0,0,2,0,1,2018,6,8,4,2018,8,17,4
1,0,2,6,2,0,3,135,5,3,0,0,0,0,0,0,0,134.0,0,2,0,0,2018,5,21,0,2018,8,13,0
1,0,1,3,2,0,3,135,5,3,0,0,0,0,0,0,0,177.0,0,2,0,0,2018,5,9,2,2018,8,17,4
1,0,2,4,2,0,3,135,5,3,0,0,0,0,0,0,0,142.0,0,2,0,0,2018,6,1,4,2018,8,16,3
1,0,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,149.0,0,2,0,0,2018,3,25,6,2018,8,16,3
1,0,1,5,2,0,3,135,5,3,0,0,0,0,0,0,0,134.0,0,2,0,0,2018,6,5,1,2018,8,18,5
1,0,2,5,2,0,3,29,5,3,0,0,0,0,0,0,0,156.0,0,2,0,0,2018,6,23,5,2018,8,22,2
1,0,4,6,2,0,3,140,5,3,0,0,0,0,0,0,0,36.0,0,2,0,1,2018,5,25,4,2018,8,22,2
1,0,4,6,2,0,3,140,5,3,0,0,0,0,0,0,0,36.0,0,2,0,1,2018,5,25,4,2018,8,22,2
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,7,1,6,2018,8,27,0
1,0,0,2,2,0,3,51,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,7,22,6,2018,9,1,5
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,142.0,0,2,0,0,2018,7,8,6,2018,8,29,2
1,0,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,1,2018,1,26,4,2018,9,1,5
1,0,2,5,2,0,3,135,5,3,0,0,0,0,0,0,0,6.0,0,2,0,1,2018,1,26,4,2018,9,1,5
1,0,2,5,2,0,3,76,4,3,0,0,0,0,0,0,0,96.0,0,2,0,0,2018,1,1,0,2018,9,2,6
1,0,2,3,2,0,3,76,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,2,11,6,2018,9,5,2
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,147.0,0,2,0,0,2018,1,4,3,2018,9,7,4
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,40.0,0,2,0,0,2018,6,6,2,2018,9,11,1
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,5,16,2,2018,9,23,6
1,0,2,2,2,0,3,123,6,3,0,0,0,0,0,0,0,9.0,0,2,0,1,2018,10,6,5,2018,10,11,3
1,0,2,6,2,0,3,123,5,3,0,0,0,0,0,0,0,36.0,0,2,0,0,2018,10,5,4,2018,10,10,2
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,26.0,0,2,0,1,2018,8,17,4,2018,10,18,3
1,0,2,5,2,0,3,59,5,3,0,0,0,0,0,0,0,26.0,0,2,0,1,2018,8,17,4,2018,10,18,3
1,0,2,5,2,0,3,59,6,3,0,0,0,0,0,0,0,147.0,0,2,0,1,2018,9,14,4,2018,10,20,5
1,0,2,5,2,0,3,76,5,3,0,0,0,0,0,0,0,171.0,0,2,0,1,2018,7,30,0,2018,11,1,3
1,0,3,5,2,0,3,43,5,3,0,0,0,0,0,0,0,6.0,0,2,0,0,2018,10,19,4,2018,11,1,3
1,0,2,1,2,0,3,76,5,3,0,0,0,0,0,0,0,171.0,0,2,0,0,2018,8,29,2,2018,11,15,3
